#	File	generated	by	CMD	3	(http://stev.oapd.inaf.it/cmd)	on	Sun	May	20	16:24:41	CEST	2018																	
#	isochrones	PARSEC	release	v1.2S	+	COLIBRI	release	"PR16,"	as	in	Marigo	et	al.	2017																
#	Basic	reference:	Marigo	et	al.	"(2017),"	"ApJ,"	"835,"	77																					
#	Photometric	system:	<i>UBVRIJHK</i>	(cf.	Maiz-Apellaniz	2006	+	Bessell	1990)																					
#	O-rich	circumstellar	dust	ignored																										
#	C-rich	circumstellar	dust	ignored																										
#	Kind	of	output:	isochrone	tables																									
#Zini	Age	Mini	Mass	logL	logTe	logg	label	McoreTP	C_O	period0	period1	pmode	Mloss	tau1m	X	Y	Xc	Xn	Xo	Cexcess	Z	mbolmag	Umag	Bmag	Vmag	Rmag	Imag	Jmag	Hmag	Kmag
0.00955	1.91E+07	0.922995985	0.923	-0.256	3.7018	4.418	0	0	0.538	0	0	-1	4.47E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	5.41	7.02	6.547	5.657	5.146	4.714	4.109	3.61	3.552
0.00955	1.91E+07	0.948107064	0.948	-0.182	3.7146	4.408	0	0	0.538	0	0	-1	5.28E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	5.226	6.635	6.261	5.422	4.944	4.535	3.972	3.51	3.458
0.00955	1.91E+07	0.968389869	0.968	-0.121	3.7251	4.397	0	0	0.538	0	0	-1	6.10E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	5.073	6.323	6.029	5.232	4.779	4.388	3.858	3.425	3.377
0.00955	1.91E+07	0.990902185	0.991	-0.05	3.7368	4.384	0	0	0.538	0	0	-1	7.21E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.896	5.978	5.768	5.022	4.594	4.223	3.729	3.326	3.282
0.00955	1.91E+07	0.997633874	0.998	-0.029	3.7404	4.379	0	0	0.538	0	0	-1	7.59E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.841	5.876	5.691	4.959	4.539	4.173	3.69	3.295	3.253
0.00955	1.91E+07	1.001446366	1.002	-0.016	3.7424	4.376	0	0	0.538	0	0	-1	7.78E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.81	5.82	5.647	4.924	4.508	4.145	3.668	3.278	3.236
0.00955	1.91E+07	1.019083262	1.019	0.042	3.7515	4.362	0	0	0.538	0	0	-1	8.75E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.664	5.558	5.441	4.758	4.362	4.013	3.561	3.193	3.154
0.00955	1.91E+07	1.036270857	1.036	0.101	3.7604	4.346	0	0	0.538	0	0	-1	9.86E-14	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.518	5.31	5.241	4.596	4.217	3.883	3.455	3.107	3.071
0.00955	1.91E+07	1.047160626	1.047	0.138	3.766	4.336	0	0	0.538	0	0	-1	1.06E-13	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.425	5.154	5.114	4.494	4.125	3.8	3.387	3.051	3.018
0.00955	1.91E+07	1.056120515	1.056	0.169	3.7705	4.327	0	0	0.538	0	0	-1	1.13E-13	0	7.24E-01	2.66E-01	1.70E-03	4.64E-04	4.22E-03	-1	9.58E-03	4.347	5.032	5.011	4.41	4.05	3.732	3.331	3.005	2.973
